Número de comprobante,Aciertos,Acreditado,Detalles
18706,98,,
18730,85,,
18744,45,,
18849,38,,
18875,50,,
18887,41,,
18897,53,,
18909,56,,
18911,81,,
19098,33,,
19145,53,,
19158,109,S,
19206,58,,
19270,50,,
19312,,N,
19327,50,,
19365,58,,
19379,22,,
19382,72,,
19565,69,,
19587,58,,
19734,44,,
19795,36,,
19827,31,,
19828,83,,
19832,63,,
19858,105,S,
19872,29,,
19882,37,,
19916,112,S,
19982,46,,
19992,54,,
20005,49,,
20149,49,,
20202,51,,
20264,55,,
20285,,N,
20454,67,,
20472,30,,
20483,78,,
20488,47,,
20605,34,,
20696,,N,
20760,48,,
20800,38,,
20824,,N,
20860,,N,
20954,36,,
21004,,N,
21008,35,,
21072,38,,
21080,89,,
21102,70,,
21110,94,,
21115,33,,
21204,62,,
21208,33,,
21259,42,,
21269,54,,
21364,69,,
21400,41,,
21405,47,,
21446,,N,
21485,43,,
21511,29,,
21542,60,,
21546,51,,
21616,71,,
21653,77,,
21710,85,,
21733,94,,
21838,64,,
21855,65,,
21866,75,,
21869,37,,
21888,52,,
21896,54,,
21941,88,,
21995,37,,
22008,58,,
22033,53,,
22053,38,,
22080,28,,
22158,58,,
22211,45,,
22248,67,,
22280,40,,
22310,,N,
22414,33,,
22443,57,,
22448,97,,
22488,50,,
22501,35,,
22514,27,,
22530,36,,
22576,71,,
22583,44,,
22591,65,,
22689,,N,
22803,63,,
22910,84,,
22921,58,,
22924,53,,
22955,60,,
23062,56,,
23077,52,,
23079,,N,
23107,29,,
23139,87,,
23145,101,,
23197,,N,
23210,82,,
23270,88,,
23362,91,,
23383,,N,
23431,104,S,
23441,34,,
23466,80,,
23501,85,,
23560,,N,
23582,,N,
23630,89,,
23633,39,,
23693,100,,
23706,47,,
23746,32,,
23763,88,,
23786,49,,
23799,37,,
23823,32,,
23841,64,,
23846,60,,
23860,26,,
23881,,N,
23893,,,Cita para aclarar situación escolar.
23901,,N,
24017,53,,
24054,44,,
24058,,N,
24089,73,,
24094,,N,
24145,,N,
24185,,N,
24197,35,,
24246,48,,
24323,54,,
24336,80,,
24347,71,,
24371,71,,
24376,,N,
24395,,N,
24406,34,,
24444,50,,
24453,77,,
24511,29,,
24632,89,,
24740,96,,
24790,48,,
24834,66,,
24870,47,,
24875,39,,
24973,30,,
25026,36,,
25035,,N,
25040,66,,
25075,47,,
25213,32,,
25410,33,,
25463,31,,
25508,52,,
25527,,N,
25594,36,,
25596,,N,
25623,99,,
25671,45,,
25677,41,,
25678,37,,
25725,,N,
25812,31,,
25834,40,,
25865,43,,
25885,37,,
25898,102,S,
25914,98,,
25975,,N,
25987,61,,
26021,39,,
26035,,N,
26049,61,,
26058,65,,
26064,32,,
26140,98,,
26154,34,,
26212,48,,
26219,65,,
26245,76,,
26385,87,,
26388,47,,
26437,62,,
26441,77,,
26531,78,,
26559,114,S,Cita para entregar documentación.
26601,93,,
26641,74,,
26644,54,,
26655,89,,
26690,42,,
26694,45,,
26714,60,,
26732,46,,
26738,61,,
26744,70,,
26758,42,,
26773,41,,
26856,72,,
26863,48,,
26882,54,,
26899,40,,
26900,106,S,
26969,60,,
26982,47,,
27072,,N,
27085,42,,
27099,49,,
27131,96,,
27144,65,,
27158,81,,
27191,66,,
27204,53,,
27257,,N,
27264,69,,
27271,36,,
27377,48,,
27465,33,,
27543,40,,
27566,70,,
27605,44,,
27610,42,,
27628,40,,
27656,49,,
27713,51,,
27749,52,,
27753,61,,
27754,98,,
27772,,N,
27778,,N,
27780,99,,
27783,78,,
27845,41,,
27916,49,,
27990,42,,
28121,35,,
28186,45,,
28193,90,,
28347,49,,
